"version.https...git.lfs.github.com.spec.v1","Timestamp","level","distance"
NA,"2026-07-25T12:44:30",0,4.31045961380005
NA,"2026-07-25T12:45:00",0,4.31006813049316
NA,"2026-07-25T12:45:30",0,4.31010150909424
NA,"2026-07-25T12:46:00",1.71661376953125e-05,4.30898284912109
NA,"2026-07-25T12:46:30",0,4.30976009368896
NA,"2026-07-25T12:47:00",0,4.30987596511841
NA,"2026-07-25T12:47:30",0,4.30978202819824
NA,"2026-07-25T12:48:00",0,4.30999088287354
NA,"2026-07-25T12:48:30",0,4.31002902984619
NA,"2026-07-25T12:49:00",0,4.31025791168213
NA,"2026-07-25T12:49:30",0,4.31132888793945
NA,"2026-07-25T12:50:00",0,4.31016826629639
NA,"2026-07-25T12:50:30",0.000255584716796875,4.30874443054199
NA,"2026-07-25T12:51:00",0,4.30988264083862
NA,"2026-07-25T12:51:30",0,4.31078338623047
NA,"2026-07-25T12:52:00",0,4.31113433837891
NA,"2026-07-25T12:52:30",0,4.31093740463257
NA,"2026-07-25T12:53:00",0,4.31098556518555
NA,"2026-07-25T12:53:30",0,4.31208753585815
NA,"2026-07-25T12:54:00",0.000309944152832031,4.30869007110596
NA,"2026-07-25T12:54:30",0,4.30937194824219
NA,"2026-07-25T12:55:00",0,4.3103232383728
NA,"2026-07-25T12:55:30",0,4.31036710739136
NA,"2026-07-25T12:56:00",0,4.30985593795776
NA,"2026-07-25T12:56:30",0,4.31036615371704
NA,"2026-07-25T12:57:00",0,4.31031131744385
NA,"2026-07-25T12:57:30",0,4.31010293960571
NA,"2026-07-25T12:58:00",0,4.31001424789429
NA,"2026-07-25T12:58:30",0,4.31081962585449
NA,"2026-07-25T12:59:00",0,4.30950164794922
NA,"2026-07-25T12:59:30",0,4.31024026870728
NA,"2026-07-25T13:00:00",0,4.31011962890625
NA,"2026-07-25T13:00:30",0,4.31084966659546
NA,"2026-07-25T13:01:00",0,4.31070232391357
NA,"2026-07-25T13:01:30",0,4.31039667129517
NA,"2026-07-25T13:02:00",0,4.31010389328003
NA,"2026-07-25T13:02:30",0,4.30915069580078
NA,"2026-07-25T13:03:00",0,4.31041240692139
NA,"2026-07-25T13:03:30",0.000333309173583984,4.30866670608521
NA,"2026-07-25T13:04:00",0,4.30950689315796
NA,"2026-07-25T13:04:30",6.91413879394531e-05,4.30893087387085
NA,"2026-07-25T13:05:00",0,4.30983638763428
NA,"2026-07-25T13:05:30",0,4.31027412414551
NA,"2026-07-25T13:06:00",0,4.31062507629395
NA,"2026-07-25T13:06:30",0,4.30979347229004
NA,"2026-07-25T13:07:00",0,4.31101274490356
